user id,age,gender,occupation,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
588,18,F,student,0,53,40,15,30,82,10,1,95,5,0,11,20,5,58,25,32,15,4
589,21,M,lawyer,0,11,3,1,5,10,5,0,14,1,0,4,2,8,8,2,15,5,0
590,50,M,educator,0,5,0,0,0,12,7,1,32,0,0,0,0,2,12,1,6,3,0
591,57,F,librarian,0,9,5,0,2,48,6,2,37,1,0,0,1,3,25,3,7,6,1
592,18,M,student,0,75,36,12,20,100,36,8,162,6,7,17,11,24,58,33,83,22,4
593,31,F,educator,0,31,15,3,8,54,6,0,73,1,0,4,5,4,55,9,29,16,5
594,46,M,educator,0,6,4,0,0,4,2,0,17,0,0,0,1,0,9,3,2,9,0
595,25,M,programmer,0,15,10,2,4,34,10,1,40,3,0,2,1,2,18,11,21,5,1
596,20,M,artist,0,8,3,0,0,3,0,0,7,0,0,4,1,2,6,4,8,3,0
597,23,M,other,0,16,6,1,4,14,4,0,13,0,0,0,1,1,12,7,12,6,0
598,40,F,marketing,0,10,0,1,4,5,1,0,11,1,1,2,1,3,4,4,9,3,0
599,22,F,student,0,5,0,1,1,21,2,0,15,0,0,3,2,2,23,1,8,4,0
600,34,M,programmer,0,75,35,0,0,12,12,0,17,0,1,3,1,0,11,25,21,10,8
601,19,F,artist,0,37,29,6,23,41,9,1,59,5,1,14,13,6,19,27,24,12,1
602,47,F,other,0,12,9,2,7,8,1,0,8,0,0,2,1,0,6,6,7,3,0
603,21,M,programmer,0,28,18,1,1,8,5,0,12,0,1,2,2,0,12,22,11,10,0
604,39,M,educator,0,6,3,0,0,3,4,1,7,1,0,17,0,0,1,6,10,0,0
605,33,M,engineer,0,23,12,2,2,17,8,0,49,0,1,1,2,7,20,6,28,15,0
606,28,M,programmer,0,69,36,15,25,70,24,2,83,3,1,15,19,7,40,34,51,23,4
607,49,F,healthcare,0,6,4,0,0,8,3,1,24,0,0,0,1,1,9,3,3,8,1
608,22,M,other,0,19,6,2,7,39,11,0,103,1,4,5,5,8,43,5,31,15,2
609,13,F,student,0,4,3,3,8,13,0,0,9,0,0,1,3,1,5,1,3,0,0
610,22,M,student,0,16,8,3,8,15,5,0,35,2,3,3,7,3,21,11,23,8,3
611,46,M,librarian,0,8,2,0,0,6,6,0,21,0,2,4,0,7,10,2,13,2,0
612,36,M,educator,0,5,4,1,7,12,2,0,9,0,0,0,0,2,3,1,7,0,0
613,37,F,marketing,0,6,3,1,1,5,4,0,14,0,1,1,0,1,5,4,5,4,1
614,54,M,educator,0,9,3,1,1,12,2,1,17,2,0,1,1,1,7,4,8,3,0
615,38,M,educator,0,10,4,0,2,29,7,4,66,2,1,2,4,4,26,5,11,12,2
616,55,M,scientist,0,14,2,0,0,6,7,0,21,0,3,4,2,8,5,4,22,4,0
617,27,F,writer,0,20,7,0,2,18,10,2,31,2,6,46,1,3,12,14,24,4,1
618,15,F,student,0,51,28,14,25,55,15,0,108,2,2,9,17,7,53,19,42,20,4
619,17,M,student,0,72,23,0,0,7,19,0,23,0,1,6,0,8,13,17,45,12,1
620,18,F,writer,0,24,28,22,44,31,1,0,25,6,0,17,13,3,14,18,24,4,0
621,17,M,student,0,72,31,13,28,74,10,0,32,5,1,9,14,5,24,28,32,13,1
622,25,M,programmer,0,77,45,17,21,74,16,0,65,5,2,8,18,9,41,44,44,17,0
623,50,F,educator,0,14,6,0,0,19,4,0,12,0,2,4,3,4,17,10,8,6,1
624,19,M,student,0,35,13,4,4,47,14,0,63,1,1,4,3,10,28,16,36,12,0
625,27,M,programmer,0,34,19,4,6,39,4,0,39,1,2,3,7,10,27,18,25,16,1
626,23,M,scientist,0,8,3,0,1,4,4,0,13,0,1,3,1,6,7,4,14,2,0
627,24,M,engineer,0,78,36,0,1,22,20,0,96,1,2,6,3,4,32,29,44,25,9
628,13,M,none,0,4,1,0,1,10,3,0,13,0,1,1,0,2,2,2,9,2,0
629,46,F,other,0,31,12,0,3,25,18,0,66,1,0,4,2,8,24,11,30,13,1
630,26,F,healthcare,0,26,13,4,9,38,7,0,40,4,0,3,2,2,23,16,30,9,0
631,18,F,student,0,3,1,0,0,5,4,0,8,0,0,3,1,3,5,0,7,1,0
632,18,M,student,0,41,22,7,12,32,9,0,47,1,0,6,13,3,28,16,29,13,6
633,35,M,programmer,0,29,13,1,3,7,2,0,22,1,1,4,3,6,10,11,27,8,2
634,39,M,engineer,0,23,9,5,7,42,13,2,63,1,2,2,3,6,21,10,33,9,2
635,22,M,other,0,8,4,1,1,9,3,0,12,0,1,2,0,6,11,1,15,1,0
636,47,M,educator,0,5,2,2,2,3,1,1,11,0,0,0,1,0,4,5,3,3,0
637,30,M,other,0,26,13,3,6,28,9,1,49,1,0,0,2,7,25,9,26,10,1
638,45,M,engineer,0,49,26,0,0,16,7,0,13,1,1,3,1,1,9,21,16,12,2
639,42,F,librarian,0,10,8,0,2,45,4,2,94,1,2,0,4,7,56,4,15,12,4
640,20,M,student,0,40,18,2,3,45,13,0,32,0,3,2,4,3,22,13,29,5,0
641,24,M,student,0,1,2,2,2,7,2,0,22,1,3,0,2,3,5,5,7,4,1
642,18,F,student,0,65,60,26,76,141,10,0,90,13,2,13,26,5,54,29,35,17,7
643,39,M,scientist,0,60,26,14,13,74,23,2,61,3,4,15,14,8,36,22,51,16,4
644,51,M,retired,0,18,5,0,5,10,6,0,13,1,1,1,1,5,11,7,15,4,0
645,27,M,programmer,0,22,8,0,2,34,13,2,59,2,6,10,5,5,22,19,20,16,4
646,17,F,student,0,7,2,0,3,11,3,1,15,1,1,4,2,4,8,1,14,3,0
647,40,M,educator,0,27,14,3,4,17,4,0,18,1,0,0,4,3,15,7,15,4,3
648,43,M,engineer,0,98,56,10,25,114,14,0,67,5,2,35,11,11,42,50,58,26,6
649,20,M,student,0,15,8,1,1,3,3,0,7,0,0,0,0,1,4,7,8,4,0
650,42,M,engineer,0,89,58,12,28,87,19,2,102,5,9,25,25,12,47,53,59,33,9
651,65,M,retired,0,2,0,0,0,7,5,0,11,0,1,0,0,3,4,0,3,3,0
652,35,M,other,0,8,1,1,2,5,1,0,6,0,0,2,1,3,5,2,11,3,0
653,31,M,executive,0,88,42,2,15,90,23,2,103,5,5,17,7,14,38,44,66,27,7
654,27,F,student,0,40,20,12,11,51,10,0,53,2,1,1,7,5,37,16,40,7,1
655,50,F,healthcare,0,86,36,2,11,167,56,20,410,3,12,19,18,34,123,41,126,42,4
656,48,M,educator,0,4,0,0,0,6,4,0,17,0,1,0,0,4,3,1,6,3,0
657,26,F,none,0,5,3,1,2,8,5,0,14,0,1,0,0,2,3,3,5,3,1
658,33,M,programmer,0,14,10,3,4,19,10,1,37,0,2,1,1,3,9,10,14,10,1
659,31,M,educator,0,41,23,0,2,57,11,0,86,1,8,11,12,12,46,26,37,22,5
660,26,M,student,0,91,51,13,26,78,14,1,56,6,2,17,16,9,31,51,47,16,5
661,28,M,programmer,0,32,18,9,11,30,1,1,49,1,2,8,7,3,26,22,27,14,1
662,55,M,librarian,0,2,1,0,0,4,1,1,16,0,0,0,1,1,8,1,3,4,0
663,26,M,other,0,36,13,4,6,38,17,0,72,1,2,8,4,11,26,14,48,14,0
664,30,M,engineer,0,35,20,6,6,50,16,0,79,0,10,2,8,16,32,19,37,15,3
665,25,M,administrator,0,38,15,8,11,45,13,0,55,3,1,6,11,5,33,20,27,16,2
666,44,M,administrator,0,47,28,4,5,73,23,4,103,1,10,9,8,18,41,30,60,28,7
667,35,M,librarian,0,8,1,0,0,11,3,0,33,0,0,1,1,2,10,0,6,3,1
668,29,F,writer,0,15,14,3,3,13,6,0,16,0,1,3,4,6,7,8,14,4,1
669,37,M,other,0,26,16,4,3,26,12,0,49,0,3,2,1,8,19,18,26,18,1
670,30,M,technician,0,12,5,1,4,10,2,0,17,0,3,0,4,8,8,7,13,8,1
671,21,M,programmer,0,77,31,0,0,15,17,0,31,1,3,11,1,6,21,22,51,10,5
672,54,F,administrator,0,5,2,0,1,16,1,0,10,0,0,0,0,1,11,4,2,3,0
673,51,M,educator,0,6,0,0,0,7,4,0,20,0,1,3,0,5,5,1,12,3,0
674,13,F,student,0,18,11,1,5,14,1,0,12,0,0,1,1,1,8,6,14,4,0
675,34,M,other,0,2,1,0,0,7,1,0,28,0,0,0,0,2,4,2,3,4,0
676,30,M,programmer,0,27,13,5,7,27,4,0,26,1,1,3,4,4,14,10,22,14,0
677,20,M,other,0,11,8,4,6,15,4,0,18,0,0,4,2,3,8,6,12,4,0
678,50,M,educator,0,9,5,1,1,4,3,0,18,0,0,0,0,1,9,5,7,3,0
679,20,F,student,0,14,10,5,10,24,3,0,22,1,1,2,6,4,17,9,9,10,2
680,33,M,lawyer,0,9,5,3,2,15,4,0,17,0,0,0,1,0,9,5,7,5,1
681,44,F,marketing,0,2,2,1,5,4,0,0,11,0,0,2,2,2,4,2,5,3,0
682,23,M,programmer,0,124,53,10,21,136,37,4,137,5,6,20,16,14,61,42,89,29,10
683,42,M,librarian,0,16,7,1,5,12,15,0,42,2,2,4,3,10,12,6,26,8,0
684,28,M,student,0,16,12,4,9,50,3,1,21,1,0,2,2,0,27,11,12,6,2
685,32,F,librarian,0,1,0,0,0,4,5,0,9,0,2,1,2,5,6,0,6,1,0
686,32,M,educator,0,17,7,4,4,14,11,2,36,0,3,3,6,5,10,9,15,14,2
687,31,F,healthcare,0,6,0,0,0,6,1,0,6,0,0,2,1,1,7,1,10,3,0
688,37,F,administrator,0,4,2,0,2,5,7,0,7,0,1,3,0,3,2,0,12,2,0
689,25,M,other,0,19,9,2,3,9,1,0,9,0,0,0,1,3,7,12,13,5,0
690,35,M,salesman,0,23,9,3,5,66,10,0,28,1,2,4,5,2,24,6,25,6,5
691,34,M,educator,0,5,4,1,5,10,2,0,15,0,0,2,0,2,7,2,6,4,0
692,34,M,engineer,0,5,1,1,1,29,4,0,12,1,0,1,0,1,8,3,3,2,0
693,43,F,healthcare,0,48,21,2,5,16,14,2,81,2,5,5,8,9,19,20,46,19,2
694,60,M,programmer,0,34,24,2,8,36,8,2,68,3,6,6,13,8,32,23,26,25,8
695,26,M,writer,0,8,1,1,1,7,5,0,14,0,1,5,3,8,10,5,16,1,0
696,55,M,other,0,5,2,0,0,3,4,0,23,0,1,2,0,5,5,0,7,4,0
697,25,M,other,0,37,10,5,6,24,10,1,37,1,1,7,3,9,19,14,38,9,0
698,28,F,programmer,0,32,18,5,10,40,7,0,46,1,5,2,9,13,38,19,27,17,2
699,44,M,other,0,34,23,7,20,36,13,0,56,4,0,5,6,14,28,17,44,9,0
700,17,M,student,0,11,5,1,1,5,1,1,8,1,0,0,0,0,5,5,5,5,1
701,51,F,librarian,0,9,3,1,2,6,3,0,22,0,0,0,1,4,9,2,8,4,0
702,37,M,other,0,16,9,1,2,6,2,0,6,0,0,4,3,2,3,11,8,4,0
703,26,M,educator,0,14,7,3,4,17,4,0,18,0,0,2,2,2,8,8,12,5,0
704,51,F,librarian,0,12,10,1,3,27,5,0,47,0,6,2,4,8,20,8,13,12,3
705,21,F,student,0,59,42,7,24,31,4,0,28,4,1,1,7,2,20,25,23,10,1
706,23,M,student,0,9,7,1,1,6,4,0,11,0,0,2,0,2,4,4,12,5,0
707,56,F,librarian,0,10,9,2,6,80,11,6,145,0,5,4,10,13,59,3,18,17,1
708,26,F,homemaker,0,25,16,5,10,41,5,1,38,0,1,0,10,3,28,7,18,9,0
709,21,M,other,0,72,29,1,2,26,17,0,40,2,2,23,4,2,22,27,38,11,5
710,19,M,student,0,22,9,7,9,11,15,0,40,0,5,4,8,9,15,11,21,9,1
711,22,F,student,0,34,24,14,20,75,5,1,108,3,2,8,16,3,67,19,18,20,4
712,22,F,student,0,27,32,15,43,77,1,0,53,6,0,1,15,1,45,16,7,8,8
713,42,F,other,0,5,0,0,1,7,3,0,18,0,1,1,1,4,5,1,9,3,0
714,26,M,engineer,0,17,11,1,3,14,1,0,11,1,0,0,1,2,10,8,13,5,0
715,21,M,technician,0,65,28,7,6,56,17,0,47,1,1,9,6,3,32,33,44,16,5
716,36,F,administrator,0,54,40,13,26,86,13,1,101,4,7,9,25,15,58,25,38,33,8
717,24,M,technician,0,32,13,1,0,16,12,0,40,1,2,3,1,11,17,14,29,8,0
718,42,M,technician,0,16,7,2,1,13,1,0,11,1,0,0,1,1,8,4,16,4,0
719,37,F,other,0,12,7,2,2,17,3,0,38,1,1,1,3,2,15,5,15,6,2
720,49,F,administrator,0,1,1,0,1,10,2,0,19,0,1,0,1,3,9,1,5,2,0
721,24,F,entertainment,0,40,22,2,11,46,12,1,85,2,2,5,4,13,37,21,31,18,3
722,50,F,homemaker,0,11,5,0,1,12,5,0,13,0,1,2,0,7,6,2,16,3,0
723,26,M,executive,0,6,4,3,1,7,0,0,10,0,1,0,1,2,5,5,4,3,0
724,31,M,executive,0,17,8,2,5,20,9,0,34,1,2,6,4,8,17,5,25,7,0
725,21,M,student,0,8,2,0,0,7,1,0,9,0,0,1,0,3,7,4,11,4,0
726,25,F,administrator,0,4,3,1,2,16,1,0,4,1,0,0,0,0,4,2,4,0,0
727,25,M,student,0,132,66,17,23,104,25,0,82,8,1,26,15,11,59,55,69,25,12
728,58,M,executive,0,5,2,0,2,5,1,0,14,0,0,0,2,2,4,0,9,2,0
729,19,M,student,0,8,0,0,1,7,1,0,5,0,0,1,1,3,5,0,9,2,0
730,31,F,scientist,0,11,5,1,2,12,5,0,16,0,0,0,0,3,13,8,11,3,0
731,41,F,educator,0,8,7,3,8,27,6,1,42,0,2,1,7,5,26,4,9,6,2
732,28,F,other,0,2,1,0,2,6,1,0,9,0,0,1,1,2,4,0,5,3,0
733,44,F,other,0,14,6,2,3,19,11,2,71,1,1,1,0,7,22,5,18,7,1
734,25,F,other,0,16,13,2,6,14,2,0,28,1,0,1,8,3,24,9,12,7,1
735,29,F,healthcare,0,10,5,1,2,13,6,1,30,0,0,2,2,3,10,5,14,7,0
736,48,F,writer,0,9,5,1,1,5,4,0,10,0,0,0,2,2,9,3,4,4,0
737,30,M,programmer,0,8,3,2,1,7,6,1,16,0,1,0,2,0,1,7,5,3,0
738,35,M,technician,0,66,38,10,13,44,7,0,42,4,1,6,7,6,19,46,34,20,4
739,35,M,technician,0,11,7,1,3,5,5,0,15,0,0,1,1,3,12,5,13,8,2
740,25,F,educator,0,5,1,0,0,6,2,0,6,0,1,1,2,3,6,2,8,3,0
741,25,M,writer,0,31,15,1,4,40,8,1,39,1,1,4,4,3,33,12,27,11,1
742,35,M,student,0,8,5,1,1,7,3,0,13,0,0,0,0,1,5,7,4,2,0
743,31,M,programmer,0,8,2,1,2,8,3,0,17,1,1,1,1,2,6,4,11,5,0
744,35,M,marketing,0,5,2,1,1,6,6,0,14,0,2,1,0,4,4,1,9,3,0
745,42,M,writer,0,15,9,2,3,11,6,0,35,0,1,1,0,3,13,9,10,10,4
746,25,M,engineer,0,49,25,1,4,14,5,0,15,1,1,3,2,2,10,21,21,7,1
747,19,M,other,0,37,26,16,30,105,23,8,132,3,5,9,19,17,47,24,44,27,4
748,28,M,administrator,0,31,16,7,5,30,4,3,47,0,3,4,8,5,25,20,19,20,1
749,33,M,other,0,105,67,12,33,89,21,1,94,8,4,14,17,12,45,46,64,30,9
750,28,M,administrator,0,10,4,0,1,10,2,0,10,0,0,1,0,3,7,4,13,4,0
751,24,F,other,0,44,24,10,15,68,10,0,55,3,3,3,15,11,41,22,39,7,0
752,60,M,retired,0,12,6,0,3,17,7,1,36,0,1,4,1,8,10,6,24,5,2
753,56,M,salesman,0,17,6,1,2,11,5,0,29,0,5,2,1,3,11,8,14,11,2
754,59,F,librarian,0,7,3,0,2,7,4,0,17,0,0,1,0,3,6,0,12,2,1
755,44,F,educator,0,10,3,1,3,8,3,0,14,0,2,2,3,4,8,4,13,5,0
756,30,F,none,0,37,24,12,26,29,5,0,29,3,2,4,14,3,21,23,30,7,2
757,26,M,student,0,92,45,10,10,27,13,0,42,2,1,11,7,7,23,47,61,21,7
758,27,M,student,0,96,46,6,13,113,29,4,123,5,8,23,19,24,58,50,84,21,5
759,20,F,student,0,18,9,1,1,5,3,0,11,0,0,0,0,2,7,7,15,5,0
760,35,F,other,0,9,3,1,1,17,1,0,15,0,0,5,4,1,18,7,9,4,0
761,17,M,student,0,20,11,2,7,19,4,0,31,0,0,4,2,1,12,8,13,10,1
762,32,M,administrator,0,2,1,0,0,7,2,0,13,0,1,0,0,1,14,1,3,2,0
763,27,M,scientist,0,24,11,6,8,36,9,1,70,0,0,2,8,6,29,12,21,13,3
764,27,F,educator,0,24,17,10,13,33,5,0,45,3,2,1,11,4,28,9,30,10,0
765,31,M,student,0,3,3,0,1,8,2,1,15,0,0,0,0,0,7,2,0,4,0
766,42,M,other,0,37,25,5,14,55,10,0,68,3,3,16,21,7,33,21,19,18,4
767,70,M,engineer,0,10,4,2,3,11,3,0,18,1,1,1,2,2,9,5,10,5,1
768,29,M,administrator,0,15,10,1,2,24,6,0,28,0,0,3,0,2,17,6,14,6,0
769,39,M,executive,0,10,4,2,2,14,2,0,5,1,0,0,1,1,6,6,6,2,0
770,28,M,student,0,18,11,4,6,17,4,1,27,0,1,2,3,4,15,10,20,3,0
771,26,M,student,0,15,12,11,14,28,1,0,27,1,0,0,8,1,26,7,7,7,2
772,50,M,writer,0,12,3,0,2,5,5,0,14,0,1,2,0,6,5,3,18,4,0
773,20,M,student,0,44,21,9,5,57,17,1,61,2,1,13,4,6,24,29,27,10,3
774,30,M,student,0,83,46,6,10,62,17,1,69,4,4,28,9,6,29,42,49,22,6
775,46,M,executive,0,4,1,0,0,4,6,0,20,0,1,2,0,5,2,4,11,3,0
776,30,M,librarian,0,21,13,5,7,19,6,0,30,0,5,31,7,6,16,18,21,9,3
777,63,M,programmer,0,4,1,1,1,14,4,0,23,0,0,1,1,1,4,2,7,7,0
778,34,M,student,0,20,9,0,8,21,3,0,25,2,0,5,6,1,10,10,14,4,0
779,31,M,student,0,14,9,4,7,15,0,0,7,1,0,1,4,1,10,12,8,6,0
780,49,M,programmer,0,21,12,0,2,14,1,0,26,1,1,2,4,2,14,7,9,12,2
781,20,M,student,0,11,7,0,1,7,7,0,25,0,1,1,1,7,7,9,8,11,2
782,21,F,artist,0,46,23,3,17,70,24,2,92,3,3,10,6,15,41,16,53,12,0
783,30,M,marketing,0,8,2,0,0,8,4,0,10,0,1,4,0,5,4,5,9,2,0
784,47,M,administrator,0,9,4,0,1,3,9,0,22,0,2,1,0,8,6,4,15,4,0
785,32,M,engineer,0,8,2,1,2,9,3,0,8,1,0,2,1,0,5,5,8,4,1
786,36,F,engineer,0,34,20,10,14,31,5,0,49,1,2,4,12,4,31,18,14,16,3
787,18,F,student,0,12,4,0,3,12,5,0,26,1,2,4,3,7,15,3,18,6,0
788,51,M,administrator,0,83,43,3,12,45,24,1,105,3,4,14,10,11,32,35,69,33,15
789,29,M,other,0,4,3,1,2,11,6,0,22,0,0,1,0,1,7,2,6,3,0
790,27,M,technician,0,72,33,3,12,103,10,0,64,4,1,13,9,5,49,37,43,19,8
791,31,M,educator,0,6,4,0,2,5,5,0,9,0,2,1,2,4,8,2,10,4,0
792,40,M,programmer,0,11,6,2,5,11,6,0,22,0,0,0,2,3,7,3,13,2,1
793,22,M,student,0,19,10,2,2,14,10,1,21,0,1,3,0,1,6,11,18,4,0
794,32,M,educator,0,11,5,3,3,14,6,1,18,0,0,0,3,0,8,4,4,4,0
795,30,M,programmer,0,49,36,9,17,76,11,0,31,6,1,17,15,4,21,33,29,10,2
796,32,F,writer,0,104,54,9,31,110,21,1,129,4,5,20,18,24,87,44,83,23,5
797,44,F,other,0,9,4,0,2,11,5,0,6,0,0,1,0,3,10,4,6,4,0
798,40,F,writer,0,53,56,12,51,110,10,0,59,8,0,6,20,13,58,25,28,11,3
799,49,F,administrator,0,5,4,0,1,4,2,0,13,0,2,1,2,5,7,2,5,3,0
800,25,M,programmer,0,11,8,1,3,7,1,0,11,0,0,0,1,1,7,5,6,3,0
801,22,M,writer,0,11,4,0,1,5,4,0,6,0,2,6,0,5,4,4,13,3,0
802,35,M,administrator,0,19,7,0,3,8,6,0,17,0,4,34,0,7,5,15,25,5,1
803,70,M,administrator,0,6,2,1,5,10,2,0,13,0,0,1,2,3,6,3,10,4,0
804,39,M,educator,0,101,63,15,33,105,23,2,96,11,4,31,18,14,47,56,72,31,8
805,27,F,other,0,75,46,18,32,95,18,5,83,6,3,22,23,9,41,38,58,16,3
806,27,M,marketing,0,45,24,6,4,44,18,0,54,0,4,6,10,6,27,21,26,17,1
807,41,F,healthcare,0,88,68,28,52,49,9,2,47,7,3,3,30,6,28,39,37,20,7
808,45,M,salesman,0,6,1,0,0,2,5,0,13,0,1,1,0,4,6,3,11,3,0
809,50,F,marketing,0,6,1,0,0,1,3,0,11,0,2,1,2,5,5,1,12,2,0
810,55,F,other,0,9,2,0,3,12,1,0,6,0,0,1,1,5,4,0,9,3,0
811,40,F,educator,0,3,1,0,4,7,1,0,8,2,0,2,1,1,3,1,7,2,0
812,22,M,technician,0,8,1,0,1,4,2,0,7,0,1,2,1,4,4,1,12,3,0
813,14,F,student,0,9,7,1,5,9,1,0,8,1,0,1,2,2,3,3,5,3,0
814,30,M,other,0,9,3,0,0,3,5,0,6,0,1,25,0,0,1,7,13,0,0
815,32,M,other,0,45,31,18,28,46,4,0,70,4,2,13,21,10,30,34,28,22,3
816,34,M,other,0,10,3,0,2,5,2,0,7,0,0,2,0,4,2,6,13,4,0
817,19,M,student,0,21,8,1,1,3,5,0,13,0,0,2,1,5,3,6,16,2,1
818,28,M,librarian,0,8,2,0,0,3,3,0,11,0,1,1,0,4,5,2,9,4,0
819,59,M,administrator,0,4,2,0,2,9,5,0,14,0,1,0,1,3,8,1,5,3,1
820,22,M,student,0,7,2,1,1,3,1,0,7,0,1,3,2,4,5,5,10,2,0
821,37,M,engineer,0,15,14,5,10,16,3,1,28,1,1,1,6,2,14,3,10,7,2
822,29,F,librarian,0,5,4,12,8,14,1,0,1,0,0,1,7,2,2,6,6,1,0
823,27,M,artist,0,47,24,14,19,65,16,1,68,2,4,7,12,9,38,29,40,19,1
824,31,M,other,0,3,1,1,4,6,1,0,7,0,0,1,3,1,4,0,7,3,0
825,44,M,engineer,0,48,23,0,5,38,14,0,50,4,1,6,1,5,23,20,49,11,1
826,28,M,artist,0,78,35,20,20,17,16,0,21,1,1,6,11,1,17,30,28,12,5
827,23,F,engineer,0,8,2,0,0,7,4,0,15,0,1,2,1,3,5,3,11,4,0
828,28,M,librarian,0,11,5,0,0,22,7,0,72,1,1,3,2,5,30,5,17,5,1
829,48,M,writer,0,8,3,3,3,21,2,0,40,0,0,0,3,2,23,4,6,5,0
830,46,M,programmer,0,45,28,10,12,30,8,0,28,1,2,5,9,1,23,18,20,13,6
831,21,M,other,0,24,11,1,2,16,8,0,34,0,0,3,0,7,16,12,29,9,0
832,24,M,technician,0,11,2,0,1,5,2,0,7,0,0,4,0,5,7,5,11,6,0
833,34,M,writer,1,72,30,3,2,65,35,3,97,2,9,31,5,10,26,47,72,22,6
834,26,M,other,0,15,6,0,1,11,7,0,32,0,0,3,0,4,14,6,12,7,0
835,44,F,executive,0,17,9,2,7,17,6,0,61,1,4,7,9,6,18,10,16,9,1
836,44,M,artist,0,4,2,0,1,11,6,1,26,0,5,2,2,9,7,4,10,5,0
837,36,F,artist,0,5,4,1,3,17,1,0,23,1,0,0,2,1,18,4,2,2,0
838,23,M,student,0,29,18,8,7,33,9,0,34,1,1,0,7,5,25,19,16,11,0
839,38,F,entertainment,0,15,5,1,1,16,5,1,26,0,0,1,1,2,15,10,14,6,0
840,39,M,artist,0,32,24,7,12,54,13,5,85,1,10,9,13,15,38,22,34,24,4
841,45,M,doctor,0,10,3,0,1,3,3,1,13,1,1,3,0,4,6,5,17,3,0
842,40,M,writer,0,7,1,0,0,4,3,0,12,0,1,1,1,5,7,2,13,0,0
843,35,M,librarian,0,60,43,16,25,39,9,1,63,2,3,37,21,5,22,49,39,24,4
844,22,M,engineer,0,32,22,8,10,21,6,0,25,1,1,1,6,2,22,20,15,14,1
845,64,M,doctor,0,2,1,0,1,5,2,1,20,1,1,0,0,1,10,0,4,2,0
846,27,M,lawyer,0,88,56,12,35,132,28,1,161,7,11,25,22,15,78,43,59,36,16
847,29,M,student,0,31,20,11,20,57,6,1,39,3,1,11,12,5,27,29,24,13,0
848,46,M,engineer,0,29,28,6,15,50,5,3,58,4,5,5,14,11,33,19,20,22,3
849,15,F,student,0,9,3,2,2,0,0,0,10,0,0,4,2,0,6,4,6,3,0
850,34,M,technician,0,18,13,3,7,20,1,0,15,0,0,1,6,1,13,8,11,7,2
851,18,M,other,0,66,28,6,14,55,27,1,69,4,3,11,6,10,27,22,68,17,2
852,46,M,administrator,0,26,15,5,7,15,2,0,8,3,0,2,2,2,4,13,18,5,1
853,49,M,writer,0,11,5,0,3,6,7,0,16,0,2,3,0,8,5,5,19,6,0
854,29,F,student,0,42,24,1,6,56,19,3,105,3,5,7,4,19,42,27,52,18,3
855,53,M,librarian,0,2,1,0,0,4,0,0,19,0,0,0,0,1,7,3,2,0,1
856,43,F,marketing,0,7,0,0,0,6,3,0,16,0,0,1,1,5,5,2,10,4,0
857,35,F,administrator,0,3,2,0,3,7,3,0,10,1,0,0,0,1,6,1,4,1,0
858,63,M,educator,0,6,2,0,0,1,7,0,12,0,0,1,1,4,2,1,8,4,0
859,18,F,other,0,3,3,0,1,16,1,0,21,0,0,2,0,0,12,1,3,0,0
860,70,F,retired,0,7,2,0,1,36,7,0,38,0,1,1,2,6,20,2,11,4,0
861,38,F,student,0,0,1,0,1,14,1,0,30,0,0,0,2,0,17,1,0,2,0
862,25,M,executive,0,54,37,4,10,36,13,0,61,4,4,14,9,8,24,33,40,23,4
863,17,M,student,0,16,5,1,3,23,13,2,46,0,4,7,5,13,21,7,34,5,0
864,27,M,programmer,0,80,49,22,36,95,20,1,109,6,3,19,21,13,45,38,67,23,6
865,25,M,artist,0,21,12,17,13,21,5,1,13,2,1,2,10,3,5,11,14,5,0
866,45,M,other,0,2,0,0,0,5,1,0,13,0,1,0,1,1,4,0,3,0,0
867,24,M,scientist,0,33,16,2,5,14,6,1,45,1,2,1,4,6,16,23,30,21,2
868,21,M,programmer,0,65,41,16,24,73,13,0,59,3,1,15,14,5,35,40,37,19,10
869,30,M,student,0,6,4,2,2,20,3,0,23,1,0,1,2,1,12,4,6,3,0
870,22,M,student,0,43,17,4,5,88,25,3,124,1,9,10,6,19,57,18,72,27,8
871,31,M,executive,0,38,14,1,2,27,11,3,53,0,1,4,3,5,32,12,24,17,5
872,19,F,student,0,18,7,2,5,27,5,0,24,2,0,4,0,6,15,3,23,1,0
873,48,F,administrator,0,7,1,0,1,5,2,0,10,0,0,1,1,3,4,2,6,3,0
874,36,M,scientist,0,4,0,0,0,5,5,0,26,0,2,0,1,4,14,0,7,2,0
875,24,F,student,0,18,7,4,5,22,10,1,50,1,3,3,4,8,19,14,24,12,0
876,41,M,other,0,4,2,0,1,6,1,1,12,0,0,1,1,1,3,0,1,4,1
877,30,M,other,0,16,7,1,2,21,4,0,42,0,1,3,4,5,40,7,19,11,1
878,50,F,educator,0,14,14,5,12,45,5,1,76,1,1,1,9,3,51,11,6,14,3
879,33,F,administrator,0,11,7,2,4,9,1,0,8,0,0,0,1,1,9,4,6,3,0
880,13,M,student,0,117,51,10,27,154,43,1,109,6,5,16,11,16,50,45,88,22,10
881,39,M,marketing,0,68,55,16,43,83,15,0,78,8,4,13,21,9,45,36,51,28,5
882,35,M,engineer,0,42,26,13,27,45,3,0,42,3,1,8,13,5,26,25,25,14,4
